State/Region,Year,Insurance Type,Population,Percentage
Virginia,2010,Medicare,17,0.9
Virginia,2010,VA Care,9,0.5
Virginia,2009,Total,1977,100
Virginia,2009,Any Coverage,1841,93.1
Virginia,2009,Uninsured,136,6.9
Virginia,2009,Private,1457,73.7
Virginia,2009,Employer-based,1198,60.6
Virginia,2009,Direct-purchase,167,8.5
Virginia,2009,TRICARE,196,9.9
Virginia,2009,Public,433,21.9
Virginia,2009,Medicaid,418,21.2
Virginia,2009,Medicare,13,0.7
Virginia,2009,VA Care,8,0.4
Virginia,2008,Total,1933,100
Virginia,2008,Any Coverage,1789,92.5
Virginia,2008,Uninsured,145,7.5
Virginia,2008,Private,1458,75.4
Virginia,2008,Employer-based,1215,62.8
Virginia,2008,Direct-purchase,187,9.7
Virginia,2008,TRICARE,176,9.1
Virginia,2008,Public,387,20
Virginia,2008,Medicaid,374,19.4
Virginia,2008,Medicare,13,0.7
Virginia,2008,VA Care,7,0.3
Washington,2022,Total,1733,100
Washington,2022,Any Coverage,1685,97.2
Washington,2022,Uninsured,48,2.8
Washington,2022,Private,1110,64.1
Washington,2022,Employer-based,974,56.2
Washington,2022,Direct-purchase,109,6.3
Washington,2022,TRICARE,68,4
Washington,2022,Public,683,39.4
Washington,2022,Medicaid,679,39.2
Washington,2022,Medicare,7,0.4
Washington,2022,VA Care,2,0.1
Washington,2021,Total,1766,100
Washington,2021,Any Coverage,1711,96.9
Washington,2021,Uninsured,55,3.1
Washington,2021,Private,1125,63.7
Washington,2021,Employer-based,985,55.8
Washington,2021,Direct-purchase,103,5.8
Washington,2021,TRICARE,80,4.5
Washington,2021,Public,705,39.9
Washington,2021,Medicaid,701,39.7
Washington,2021,Medicare,4,0.2
Washington,2021,VA Care,4,0.2
Washington,2019,Total,1757,100
Washington,2019,Any Coverage,1703,96.9
Washington,2019,Uninsured,54,3.1
Washington,2019,Private,1098,62.5
Washington,2019,Employer-based,965,54.9
Washington,2019,Direct-purchase,99,5.7
Washington,2019,TRICARE,76,4.3
Washington,2019,Public,685,39
Washington,2019,Medicaid,679,38.6
Washington,2019,Medicare,8,0.4
Washington,2019,VA Care,3,0.2
Washington,2018,Total,1755,100
Washington,2018,Any Coverage,1708,97.3
Washington,2018,Uninsured,47,2.7
Washington,2018,Private,1091,62.2
Washington,2018,Employer-based,945,53.9
Washington,2018,Direct-purchase,109,6.2
Washington,2018,TRICARE,72,4.1
Washington,2018,Public,698,39.8
Washington,2018,Medicaid,694,39.6
Washington,2018,Medicare,8,0.5
Washington,2018,VA Care,2,0.1
Washington,2017,Total,1740,100
Washington,2017,Any Coverage,1694,97.4
Washington,2017,Uninsured,46,2.6
Washington,2017,Private,1093,62.8
Washington,2017,Employer-based,937,53.9
Washington,2017,Direct-purchase,122,7
Washington,2017,TRICARE,75,4.3
Washington,2017,Public,680,39.1
Washington,2017,Medicaid,675,38.8
Washington,2017,Medicare,9,0.5
Washington,2017,VA Care,2,0.1
Washington,2016,Total,1723,100
Washington,2016,Any Coverage,1677,97.3
Washington,2016,Uninsured,46,2.7
Washington,2016,Private,1089,63.2
Washington,2016,Employer-based,916,53.2
Washington,2016,Direct-purchase,131,7.6
Washington,2016,TRICARE,80,4.6
Washington,2016,Public,678,39.3
Washington,2016,Medicaid,671,39
Washington,2016,Medicare,8,0.4
Washington,2016,VA Care,3,0.2
Washington,2015,Total,1706,100
Washington,2015,Any Coverage,1658,97.1
Washington,2015,Uninsured,49,2.9
Washington,2015,Private,1074,63
Washington,2015,Employer-based,891,52.2
Washington,2015,Direct-purchase,148,8.7
Washington,2015,TRICARE,72,4.2
Washington,2015,Public,666,39
Washington,2015,Medicaid,661,38.7
Washington,2015,Medicare,9,0.5
Washington,2015,VA Care,3,0.2
Washington,2014,Total,1693,100
Washington,2014,Any Coverage,1611,95.1
Washington,2014,Uninsured,83,4.9
Washington,2014,Private,1073,63.4
Washington,2014,Employer-based,891,52.6
Washington,2014,Direct-purchase,139,8.2
Washington,2014,TRICARE,77,4.6
Washington,2014,Public,617,36.4
Washington,2014,Medicaid,613,36.2
Washington,2014,Medicare,7,0.4
Washington,2014,VA Care,2,0.1
Washington,2013,Total,1684,100
Washington,2013,Any Coverage,1578,93.7
Washington,2013,Uninsured,106,6.3
Washington,2013,Private,1049,62.3
Washington,2013,Employer-based,886,52.7
Washington,2013,Direct-purchase,126,7.5
Washington,2013,TRICARE,73,4.3
Washington,2013,Public,601,35.7
Washington,2013,Medicaid,596,35.4
Washington,2013,Medicare,8,0.5
Washington,2013,VA Care,2,0.1
Washington,2012,Total,1678,100
Washington,2012,Any Coverage,1575,93.9
Washington,2012,Uninsured,103,6.1
Washington,2012,Private,1049,62.5
Washington,2012,Employer-based,881,52.5
Washington,2012,Direct-purchase,140,8.4
Washington,2012,TRICARE,76,4.5
Washington,2012,Public,601,35.8
Washington,2012,Medicaid,596,35.5
Washington,2012,Medicare,9,0.6
Washington,2012,VA Care,1,0.1
Washington,2011,Total,1669,100
Washington,2011,Any Coverage,1560,93.5
Washington,2011,Uninsured,108,6.5
Washington,2011,Private,1041,62.4
Washington,2011,Employer-based,872,52.3
Washington,2011,Direct-purchase,132,7.9
Washington,2011,TRICARE,82,4.9
Washington,2011,Public,597,35.8
Washington,2011,Medicaid,593,35.5
Washington,2011,Medicare,7,0.4
Washington,2011,VA Care,2,0.1
Washington,2010,Total,1679,100
Washington,2010,Any Coverage,1565,93.2
Washington,2010,Uninsured,114,6.8
Washington,2010,Private,1050,62.5
Washington,2010,Employer-based,893,53.2
Washington,2010,Direct-purchase,128,7.6
Washington,2010,TRICARE,77,4.6
Washington,2010,Public,586,34.9
Washington,2010,Medicaid,582,34.7
Washington,2010,Medicare,7,0.4
Washington,2010,VA Care,2,0.1
Washington,2009,Total,1666,100
Washington,2009,Any Coverage,1544,92.6
Washington,2009,Uninsured,123,7.4
Washington,2009,Private,1073,64.4
Washington,2009,Employer-based,921,55.3
Washington,2009,Direct-purchase,134,8.1
Washington,2009,TRICARE,68,4.1
Washington,2009,Public,545,32.7
Washington,2009,Medicaid,538,32.3
Washington,2009,Medicare,9,0.5
Washington,2009,VA Care,2,0.1
Washington,2008,Total,1638,100
Washington,2008,Any Coverage,1506,92
Washington,2008,Uninsured,132,8
Washington,2008,Private,1112,67.9
Washington,2008,Employer-based,940,57.4
Washington,2008,Direct-purchase,156,9.5
Washington,2008,TRICARE,75,4.6
Washington,2008,Public,466,28.4
Washington,2008,Medicaid,454,27.7
Washington,2008,Medicare,16,1
Washington,2008,VA Care,1,0.1
West Virginia,2022,Total,375,100
West Virginia,2022,Any Coverage,365,97.2
West Virginia,2022,Uninsured,11,2.8
West Virginia,2022,Private,197,52.5
West Virginia,2022,Employer-based,184,49
West Virginia,2022,Direct-purchase,16,4.2
West Virginia,2022,TRICARE,5,1.3
West Virginia,2022,Public,191,51
West Virginia,2022,Medicaid,190,50.5
West Virginia,2022,Medicare,2,0.5
West Virginia,2022,VA Care,1,0.3
West Virginia,2021,Total,381,100
West Virginia,2021,Any Coverage,368,96.7
West Virginia,2021,Uninsured,13,3.3
West Virginia,2021,Private,204,53.6
West Virginia,2021,Employer-based,189,49.5
West Virginia,2021,Direct-purchase,20,5.3
West Virginia,2021,TRICARE,5,1.4
West Virginia,2021,Public,186,49
West Virginia,2021,Medicaid,185,48.6
West Virginia,2021,Medicare,2,0.4
West Virginia,2021,VA Care,,0.1
West Virginia,2019,Total,381,100
West Virginia,2019,Any Coverage,367,96.5
West Virginia,2019,Uninsured,13,3.5
West Virginia,2019,Private,207,54.4
West Virginia,2019,Employer-based,192,50.5
West Virginia,2019,Direct-purchase,14,3.6
West Virginia,2019,TRICARE,8,2
West Virginia,2019,Public,181,47.4
West Virginia,2019,Medicaid,179,46.9
West Virginia,2019,Medicare,3,0.8
West Virginia,2019,VA Care,1,0.3
West Virginia,2018,Total,388,100
West Virginia,2018,Any Coverage,375,96.6
West Virginia,2018,Uninsured,13,3.4
West Virginia,2018,Private,211,54.4
West Virginia,2018,Employer-based,192,49.4
West Virginia,2018,Direct-purchase,17,4.4
West Virginia,2018,TRICARE,6,1.7
West Virginia,2018,Public,185,47.7
West Virginia,2018,Medicaid,183,47.2
West Virginia,2018,Medicare,3,0.7
West Virginia,2018,VA Care,1,0.3
West Virginia,2017,Total,399,100
West Virginia,2017,Any Coverage,389,97.4
West Virginia,2017,Uninsured,11,2.6
West Virginia,2017,Private,214,53.5
West Virginia,2017,Employer-based,196,49.1
West Virginia,2017,Direct-purchase,16,3.9
West Virginia,2017,TRICARE,6,1.6
West Virginia,2017,Public,196,49.1
West Virginia,2017,Medicaid,196,49
West Virginia,2017,Medicare,1,0.2
West Virginia,2017,VA Care,,0.1
West Virginia,2016,Total,400,100
West Virginia,2016,Any Coverage,391,97.7
West Virginia,2016,Uninsured,9,2.3
West Virginia,2016,Private,213,53.4
West Virginia,2016,Employer-based,196,48.9
West Virginia,2016,Direct-purchase,19,4.7
West Virginia,2016,TRICARE,6,1.4
West Virginia,2016,Public,200,50
West Virginia,2016,Medicaid,198,49.6
West Virginia,2016,Medicare,3,0.6
West Virginia,2016,VA Care,,0.1
West Virginia,2015,Total,400,100
West Virginia,2015,Any Coverage,388,97
West Virginia,2015,Uninsured,12,3
West Virginia,2015,Private,219,54.7
West Virginia,2015,Employer-based,202,50.5
West Virginia,2015,Direct-purchase,15,3.7
West Virginia,2015,TRICARE,5,1.2
West Virginia,2015,Public,188,46.9
West Virginia,2015,Medicaid,186,46.4
West Virginia,2015,Medicare,3,0.7
West Virginia,2015,VA Care,1,0.2
West Virginia,2014,Total,405,100
West Virginia,2014,Any Coverage,392,96.8
West Virginia,2014,Uninsured,13,3.2
West Virginia,2014,Private,222,54.8
West Virginia,2014,Employer-based,207,51.1
West Virginia,2014,Direct-purchase,15,3.6
West Virginia,2014,TRICARE,7,1.6
West Virginia,2014,Public,190,47
West Virginia,2014,Medicaid,189,46.6
West Virginia,2014,Medicare,3,0.6
West Virginia,2014,VA Care,,0.1
West Virginia,2013,Total,410,100
West Virginia,2013,Any Coverage,385,94
West Virginia,2013,Uninsured,24,6
West Virginia,2013,Private,224,54.7
West Virginia,2013,Employer-based,207,50.6
West Virginia,2013,Direct-purchase,15,3.6
West Virginia,2013,TRICARE,7,1.7
West Virginia,2013,Public,179,43.7
West Virginia,2013,Medicaid,177,43.2
West Virginia,2013,Medicare,3,0.6
West Virginia,2013,VA Care,1,0.2
West Virginia,2012,Total,408,100
West Virginia,2012,Any Coverage,390,95.5
West Virginia,2012,Uninsured,18,4.5
West Virginia,2012,Private,236,57.8
West Virginia,2012,Employer-based,220,54
West Virginia,2012,Direct-purchase,15,3.7
West Virginia,2012,TRICARE,8,1.9
West Virginia,2012,Public,170,41.5
West Virginia,2012,Medicaid,168,41.1
West Virginia,2012,Medicare,2,0.5
West Virginia,2012,VA Care,1,0.1
West Virginia,2011,Total,412,100
West Virginia,2011,Any Coverage,391,95
West Virginia,2011,Uninsured,21,5
West Virginia,2011,Private,233,56.5
West Virginia,2011,Employer-based,219,53.3
West Virginia,2011,Direct-purchase,21,5.2
West Virginia,2011,TRICARE,5,1.2
West Virginia,2011,Public,179,43.4
West Virginia,2011,Medicaid,177,43
West Virginia,2011,Medicare,2,0.6
West Virginia,2011,VA Care,1,0.2
West Virginia,2010,Total,414,100
West Virginia,2010,Any Coverage,392,94.8
West Virginia,2010,Uninsured,21,5.2
West Virginia,2010,Private,239,57.7
West Virginia,2010,Employer-based,221,53.6
West Virginia,2010,Direct-purchase,24,5.8
West Virginia,2010,TRICARE,6,1.5
West Virginia,2010,Public,171,41.4
West Virginia,2010,Medicaid,169,41
West Virginia,2010,Medicare,3,0.7
West Virginia,2010,VA Care,,0.1
West Virginia,2009,Total,410,100
West Virginia,2009,Any Coverage,385,94
West Virginia,2009,Uninsured,25,6
West Virginia,2009,Private,244,59.6
West Virginia,2009,Employer-based,229,55.9
West Virginia,2009,Direct-purchase,23,5.7
West Virginia,2009,TRICARE,6,1.5
West Virginia,2009,Public,164,40
West Virginia,2009,Medicaid,161,39.3
West Virginia,2009,Medicare,4,0.9
West Virginia,2009,VA Care,1,0.2
West Virginia,2008,Total,411,100
West Virginia,2008,Any Coverage,384,93.4
West Virginia,2008,Uninsured,27,6.6
West Virginia,2008,Private,249,60.5
West Virginia,2008,Employer-based,231,56.2
West Virginia,2008,Direct-purchase,29,7
West Virginia,2008,TRICARE,7,1.8
West Virginia,2008,Public,157,38.1
West Virginia,2008,Medicaid,155,37.7
West Virginia,2008,Medicare,2,0.6
West Virginia,2008,VA Care,1,0.2
Wisconsin,2022,Total,1326,100
Wisconsin,2022,Any Coverage,1266,95.5
Wisconsin,2022,Uninsured,60,4.5
Wisconsin,2022,Private,928,70
Wisconsin,2022,Employer-based,861,65
Wisconsin,2022,Direct-purchase,76,5.8
Wisconsin,2022,TRICARE,17,1.3
Wisconsin,2022,Public,436,32.9
Wisconsin,2022,Medicaid,433,32.6
Wisconsin,2022,Medicare,9,0.6
Wisconsin,2022,VA Care,1,0.1
Wisconsin,2021,Total,1352,100
Wisconsin,2021,Any Coverage,1297,96
Wisconsin,2021,Uninsured,54,4
Wisconsin,2021,Private,930,68.8
Wisconsin,2021,Employer-based,863,63.8
Wisconsin,2021,Direct-purchase,82,6.1
Wisconsin,2021,TRICARE,17,1.2
Wisconsin,2021,Public,455,33.7
Wisconsin,2021,Medicaid,452,33.4
Wisconsin,2021,Medicare,7,0.5
Wisconsin,2021,VA Care,1,0.1
Wisconsin,2019,Total,1345,100
Wisconsin,2019,Any Coverage,1294,96.2
Wisconsin,2019,Uninsured,51,3.8
Wisconsin,2019,Private,939,69.8
Wisconsin,2019,Employer-based,878,65.3
Wisconsin,2019,Direct-purchase,71,5.3
Wisconsin,2019,TRICARE,13,1
Wisconsin,2019,Public,418,31.1
Wisconsin,2019,Medicaid,413,30.7
Wisconsin,2019,Medicare,8,0.6
Wisconsin,2019,VA Care,1,0.1
Wisconsin,2018,Total,1350,100
Wisconsin,2018,Any Coverage,1299,96.2
Wisconsin,2018,Uninsured,51,3.8
Wisconsin,2018,Private,940,69.7
Wisconsin,2018,Employer-based,873,64.7
Wisconsin,2018,Direct-purchase,69,5.1
Wisconsin,2018,TRICARE,16,1.2
Wisconsin,2018,Public,425,31.5
Wisconsin,2018,Medicaid,418,31
Wisconsin,2018,Medicare,12,0.9
Wisconsin,2018,VA Care,2,0.1
Wisconsin,2017,Total,1362,100
Wisconsin,2017,Any Coverage,1309,96.1
Wisconsin,2017,Uninsured,53,3.9
Wisconsin,2017,Private,952,69.9
Wisconsin,2017,Employer-based,882,64.8
Wisconsin,2017,Direct-purchase,75,5.5
Wisconsin,2017,TRICARE,12,0.9
Wisconsin,2017,Public,429,31.5
Wisconsin,2017,Medicaid,424,31.1
Wisconsin,2017,Medicare,9,0.7
Wisconsin,2017,VA Care,1,0.1
Wisconsin,2016,Total,1365,100
Wisconsin,2016,Any Coverage,1315,96.3
Wisconsin,2016,Uninsured,50,3.7
Wisconsin,2016,Private,943,69.1
Wisconsin,2016,Employer-based,867,63.5
Wisconsin,2016,Direct-purchase,77,5.7
Wisconsin,2016,TRICARE,17,1.3
Wisconsin,2016,Public,448,32.8
Wisconsin,2016,Medicaid,444,32.6
Wisconsin,2016,Medicare,6,0.4
Wisconsin,2016,VA Care,3,0.2
Wisconsin,2015,Total,1370,100
Wisconsin,2015,Any Coverage,1320,96.3
Wisconsin,2015,Uninsured,50,3.7
Wisconsin,2015,Private,940,68.6
Wisconsin,2015,Employer-based,865,63.1
Wisconsin,2015,Direct-purchase,82,6
Wisconsin,2015,TRICARE,13,0.9
Wisconsin,2015,Public,448,32.7
Wisconsin,2015,Medicaid,443,32.4
Wisconsin,2015,Medicare,8,0.6
Wisconsin,2015,VA Care,2,0.1
Wisconsin,2014,Total,1380,100
Wisconsin,2014,Any Coverage,1316,95.4
Wisconsin,2014,Uninsured,63,4.6
Wisconsin,2014,Private,921,66.7
Wisconsin,2014,Employer-based,846,61.3
Wisconsin,2014,Direct-purchase,82,6
Wisconsin,2014,TRICARE,13,0.9
Wisconsin,2014,Public,459,33.3
Wisconsin,2014,Medicaid,454,32.9
Wisconsin,2014,Medicare,8,0.6
Wisconsin,2014,VA Care,1,0.1
Wisconsin,2013,Total,1388,100
Wisconsin,2013,Any Coverage,1320,95.1
Wisconsin,2013,Uninsured,68,4.9
Wisconsin,2013,Private,920,66.3
Wisconsin,2013,Employer-based,854,61.5
Wisconsin,2013,Direct-purchase,77,5.5
Wisconsin,2013,TRICARE,11,0.8
Wisconsin,2013,Public,470,33.8
Wisconsin,2013,Medicaid,464,33.4
Wisconsin,2013,Medicare,10,0.7
Wisconsin,2013,VA Care,1,0.1
Wisconsin,2012,Total,1401,100
Wisconsin,2012,Any Coverage,1333,95.1
Wisconsin,2012,Uninsured,69,4.9
Wisconsin,2012,Private,940,67.1
Wisconsin,2012,Employer-based,871,62.2
Wisconsin,2012,Direct-purchase,83,6
Wisconsin,2012,TRICARE,13,1
Wisconsin,2012,Public,459,32.7
Wisconsin,2012,Medicaid,453,32.3
Wisconsin,2012,Medicare,10,0.7
Wisconsin,2012,VA Care,2,0.2
Wisconsin,2011,Total,1412,100
Wisconsin,2011,Any Coverage,1347,95.4
Wisconsin,2011,Uninsured,65,4.6
Wisconsin,2011,Private,933,66.1
Wisconsin,2011,Employer-based,861,61
Wisconsin,2011,Direct-purchase,82,5.8
Wisconsin,2011,TRICARE,16,1.1
Wisconsin,2011,Public,484,34.3
Wisconsin,2011,Medicaid,479,34
Wisconsin,2011,Medicare,10,0.7
Wisconsin,2011,VA Care,1,0.1
Wisconsin,2010,Total,1419,100
Wisconsin,2010,Any Coverage,1342,94.6
Wisconsin,2010,Uninsured,76,5.4
Wisconsin,2010,Private,957,67.5
Wisconsin,2010,Employer-based,888,62.6
Wisconsin,2010,Direct-purchase,83,5.8
Wisconsin,2010,TRICARE,13,0.9
Wisconsin,2010,Public,453,31.9
Wisconsin,2010,Medicaid,450,31.7
Wisconsin,2010,Medicare,7,0.5
Wisconsin,2010,VA Care,1,0.1
Wisconsin,2009,Total,1386,100
Wisconsin,2009,Any Coverage,1313,94.7
Wisconsin,2009,Uninsured,73,5.3
Wisconsin,2009,Private,979,70.6
Wisconsin,2009,Employer-based,913,65.9
Wisconsin,2009,Direct-purchase,83,6
Wisconsin,2009,TRICARE,13,0.9
Wisconsin,2009,Public,397,28.6
Wisconsin,2009,Medicaid,393,28.3
Wisconsin,2009,Medicare,8,0.6
Wisconsin,2009,VA Care,1,0.1
Wisconsin,2008,Total,1393,100
Wisconsin,2008,Any Coverage,1322,94.9
Wisconsin,2008,Uninsured,71,5.1
Wisconsin,2008,Private,1047,75.1
Wisconsin,2008,Employer-based,971,69.7
Wisconsin,2008,Direct-purchase,100,7.2
Wisconsin,2008,TRICARE,14,1
Wisconsin,2008,Public,337,24.2
Wisconsin,2008,Medicaid,333,23.9
Wisconsin,2008,Medicare,7,0.5
Wisconsin,2008,VA Care,1,0.1
Wyoming,2022,Total,139,100
Wyoming,2022,Any Coverage,128,92.1
Wyoming,2022,Uninsured,11,7.9
Wyoming,2022,Private,99,71.6
Wyoming,2022,Employer-based,85,61.4
Wyoming,2022,Direct-purchase,13,9.3
Wyoming,2022,TRICARE,6,4
Wyoming,2022,Public,33,24.1
Wyoming,2022,Medicaid,33,23.8
Wyoming,2022,Medicare,1,0.4
Wyoming,2022,VA Care,,0.1
Wyoming,2021,Total,140,100
Wyoming,2021,Any Coverage,124,88.6
Wyoming,2021,Uninsured,16,11.4
Wyoming,2021,Private,98,70.1
Wyoming,2021,Employer-based,83,59.6
Wyoming,2021,Direct-purchase,11,7.6
Wyoming,2021,TRICARE,7,5.1
Wyoming,2021,Public,34,24.5
Wyoming,2021,Medicaid,34,24.4
Wyoming,2021,Medicare,,0.3
Wyoming,2021,VA Care,,
Wyoming,2019,Total,143,100
Wyoming,2019,Any Coverage,128,89.4
Wyoming,2019,Uninsured,15,10.6
Wyoming,2019,Private,98,68.1
Wyoming,2019,Employer-based,85,59.6
Wyoming,2019,Direct-purchase,11,7.5
Wyoming,2019,TRICARE,5,3.5
Wyoming,2019,Public,34,24
Wyoming,2019,Medicaid,34,23.7
Wyoming,2019,Medicare,1,0.4
Wyoming,2019,VA Care,,0.3
Wyoming,2018,Total,142,100
Wyoming,2018,Any Coverage,132,92.9
Wyoming,2018,Uninsured,10,7.1
Wyoming,2018,Private,106,75
Wyoming,2018,Employer-based,96,67.3
Wyoming,2018,Direct-purchase,10,6.8
Wyoming,2018,TRICARE,6,4
Wyoming,2018,Public,30,21
Wyoming,2018,Medicaid,29,20.8
Wyoming,2018,Medicare,1,0.5
Wyoming,2018,VA Care,,
Wyoming,2017,Total,146,100
Wyoming,2017,Any Coverage,132,90.5
Wyoming,2017,Uninsured,14,9.5
Wyoming,2017,Private,102,70.1
Wyoming,2017,Employer-based,88,60.5
Wyoming,2017,Direct-purchase,12,8.4
Wyoming,2017,TRICARE,5,3.3
Wyoming,2017,Public,35,23.7
Wyoming,2017,Medicaid,34,23.5
Wyoming,2017,Medicare,,0.3
Wyoming,2017,VA Care,,0.1
Wyoming,2016,Total,150,100
Wyoming,2016,Any Coverage,136,91.2
Wyoming,2016,Uninsured,13,8.8
Wyoming,2016,Private,106,70.9
Wyoming,2016,Employer-based,90,60.4
Wyoming,2016,Direct-purchase,14,9.5
Wyoming,2016,TRICARE,5,3.2
Wyoming,2016,Public,36,24.4
Wyoming,2016,Medicaid,36,24.3
Wyoming,2016,Medicare,,0.1
Wyoming,2016,VA Care,,0.1
Wyoming,2015,Total,148,100
Wyoming,2015,Any Coverage,136,91.9
Wyoming,2015,Uninsured,12,8.1
Wyoming,2015,Private,102,68.8
Wyoming,2015,Employer-based,88,59.1
Wyoming,2015,Direct-purchase,14,9.3
Wyoming,2015,TRICARE,4,3
Wyoming,2015,Public,40,26.7
Wyoming,2015,Medicaid,39,26.1
Wyoming,2015,Medicare,2,1
Wyoming,2015,VA Care,,
Wyoming,2014,Total,145,100
Wyoming,2014,Any Coverage,136,93.9
Wyoming,2014,Uninsured,9,6.1
Wyoming,2014,Private,103,70.6
Wyoming,2014,Employer-based,88,60.9
Wyoming,2014,Direct-purchase,12,8.3
Wyoming,2014,TRICARE,5,3.3
Wyoming,2014,Public,40,27.3
Wyoming,2014,Medicaid,39,27.1
Wyoming,2014,Medicare,1,0.7
Wyoming,2014,VA Care,,
Wyoming,2013,Total,146,100
Wyoming,2013,Any Coverage,137,94
Wyoming,2013,Uninsured,9,6
Wyoming,2013,Private,104,71.5
Wyoming,2013,Employer-based,93,63.8
Wyoming,2013,Direct-purchase,10,7.1
Wyoming,2013,TRICARE,6,3.9
Wyoming,2013,Public,39,27
Wyoming,2013,Medicaid,39,26.6
Wyoming,2013,Medicare,1,0.7
Wyoming,2013,VA Care,,0.1
Wyoming,2012,Total,145,100
Wyoming,2012,Any Coverage,131,90.6
Wyoming,2012,Uninsured,14,9.4
Wyoming,2012,Private,92,63.1
Wyoming,2012,Employer-based,79,54.3
Wyoming,2012,Direct-purchase,12,8.5
Wyoming,2012,TRICARE,4,2.5
Wyoming,2012,Public,44,30.6
Wyoming,2012,Medicaid,44,30
Wyoming,2012,Medicare,1,0.8
Wyoming,2012,VA Care,,0.1
Wyoming,2011,Total,143,100
Wyoming,2011,Any Coverage,130,90.9
Wyoming,2011,Uninsured,13,9.1
Wyoming,2011,Private,98,68.3
Wyoming,2011,Employer-based,85,59.6
Wyoming,2011,Direct-purchase,11,7.5
Wyoming,2011,TRICARE,5,3.6
Wyoming,2011,Public,39,27.2
Wyoming,2011,Medicaid,38,26.7
Wyoming,2011,Medicare,1,1
Wyoming,2011,VA Care,,
Wyoming,2010,Total,147,100
Wyoming,2010,Any Coverage,134,91.2
Wyoming,2010,Uninsured,13,8.8
Wyoming,2010,Private,93,63.2
Wyoming,2010,Employer-based,82,55.8
Wyoming,2010,Direct-purchase,7,4.8
Wyoming,2010,TRICARE,6,4.1
Wyoming,2010,Public,46,31.3
Wyoming,2010,Medicaid,45,30.8
Wyoming,2010,Medicare,,0.1
Wyoming,2010,VA Care,1,0.4
Wyoming,2009,Total,136,100
Wyoming,2009,Any Coverage,124,90.7
Wyoming,2009,Uninsured,13,9.3
Wyoming,2009,Private,91,66.9
Wyoming,2009,Employer-based,77,56.1
Wyoming,2009,Direct-purchase,14,10
Wyoming,2009,TRICARE,5,3.9
Wyoming,2009,Public,38,27.8
Wyoming,2009,Medicaid,37,27.1
Wyoming,2009,Medicare,1,0.8
Wyoming,2009,VA Care,,
Wyoming,2008,Total,137,100
Wyoming,2008,Any Coverage,125,91.1
Wyoming,2008,Uninsured,12,8.9
Wyoming,2008,Private,98,71.1
Wyoming,2008,Employer-based,82,59.5
Wyoming,2008,Direct-purchase,17,12.4
Wyoming,2008,TRICARE,5,3.4
